epoch_ts,adv_return_ms,total_e2e_ms,recv_rate_pct,closed_rate_pct
5455395517026,47.950,44.580
5455396525538,49.397,53.070
5455397534049,62.833,40.220
5455398542468,48.177,34.135
5455399551024,59.394,52.704
